followers,following,likes,video_view_count,caption_length,hashtag_count,media_type,posts_count,post_hour,post_day_of_week,views_per_follower,views_per_hashtag,like_rate,virality_score,target
134,425,13,83,101,8,1.0,8,21,6,0.62,10.38,0.09701492537313433,0.345984472398529,0
134,425,15,96,23,1,1.0,8,21,3,0.72,96.0,0.11194029850746269,0.38964806613457686,0
134,425,14,89,3,0,1.0,8,9,6,0.66,0.0,0.1044776119402985,0.364211807374115,0
134,425,24,153,71,8,1.0,8,20,6,1.14,19.12,0.1791044776119403,0.5521881204485635,0
134,425,25,160,98,10,1.0,8,18,6,1.19,16.0,0.1865671641791045,0.5694085442827281,0
134,425,21,134,106,10,1.0,8,15,5,1.0,13.4,0.15671641791044777,0.5015005283028818,0
169,162,52,332,27,0,1.0,21,13,2,1.96,0.0,0.3076923076923077,0.7992654197265177,1
169,162,24,153,11,0,1.0,21,8,6,0.91,0.0,0.14201183431952663,0.4670941232316843,0
169,162,25,160,0,0,1.0,21,17,5,0.95,0.0,0.14792899408284024,0.4823748976232652,0
528,162,23,147,343,14,1.0,21,7,6,0.28,10.5,0.043560606060606064,0.17538253456182035,0
169,162,26,166,85,2,1.0,21,23,4,0.98,83.0,0.15384615384615385,0.49409824433342414,0
169,162,36,230,333,7,1.0,21,13,2,1.36,32.86,0.21301775147928995,0.6257189948497544,1
169,162,35,223,155,6,1.0,21,15,1,1.32,37.17,0.20710059171597633,0.6128961183132421,0
169,162,33,211,515,6,1.0,21,14,6,1.25,35.17,0.1952662721893491,0.5895337844079597,0
169,162,20,128,41,3,1.0,21,1,3,0.76,42.67,0.11834319526627218,0.4066008809303384,0
169,162,43,274,45,3,1.0,21,7,6,1.62,91.33,0.25443786982248523,0.7054039524645823,1
169,162,25,160,41,3,1.0,21,12,1,0.95,53.33,0.14792899408284024,0.4823748976232652,0
169,162,30,191,52,4,1.0,21,9,4,1.13,47.75,0.17751479289940827,0.5486714252493635,0
189,741,9,57,34,0,1.0,138,15,0,0.3,0.0,0.047619047619047616,0.1868187773760817,0
189,741,8,51,128,7,1.0,138,16,2,0.27,7.29,0.042328042328042326,0.1698708350932461,0
189,741,5,32,0,0,1.0,138,14,0,0.17,0.0,0.026455026455026454,0.11119133712757209,0
189,741,8,51,4,0,1.0,138,14,2,0.27,0.0,0.042328042328042326,0.1698708350932461,0
189,741,7,45,59,4,1.0,138,19,5,0.24,11.25,0.037037037037037035,0.15255107221082076,0
189,741,5,32,25,1,1.0,138,0,0,0.17,32.0,0.026455026455026454,0.11119133712757209,0
189,741,3,19,20,3,1.0,138,14,4,0.1,6.33,0.015873015873015872,0.06746354181165987,0
189,741,4,26,0,0,1.0,138,14,1,0.14,0.0,0.021164021164021163,0.0924984814099978,0
189,741,5,32,0,0,1.0,138,17,5,0.17,0.0,0.026455026455026454,0.11119133712757209,0
189,741,13,83,51,2,1.0,138,16,5,0.44,41.5,0.06878306878306878,0.2603002626516878,0
189,741,2,13,4,0,1.0,138,23,4,0.07,0.0,0.010582010582010581,0.04766236605342525,0
189,741,3,87,25,0,0.0,138,3,3,0.46,0.0,0.015873015873015872,0.25149560815700805,0
7647,933,8,51,26,0,1.0,68,3,3,0.01,0.0,0.0010461618935530272,0.006833680321204903,0
7647,933,23,147,213,11,1.0,68,15,1,0.02,13.36,0.0030077154439649536,0.013922828203493672,0
7647,933,13,83,131,3,1.0,68,19,3,0.01,27.67,0.0017000130770236693,0.007062214446203401,0
7647,933,42,268,181,10,1.0,68,14,6,0.04,26.8,0.005492349941153394,0.027410526245417326,0
7647,933,28,134,130,6,0.0,68,17,4,0.02,22.33,0.0036615666274355954,0.014150915536427283,0
7647,933,31,198,89,5,1.0,68,17,4,0.03,39.6,0.004053877337517981,0.02062921033778512,0
7647,933,19,121,105,5,1.0,68,17,4,0.02,24.2,0.00248463449718844,0.013740251256213155,0
7647,933,24,153,337,3,1.0,68,13,3,0.02,51.0,0.003138485680659082,0.013968457562791725,0
7647,933,24,153,553,11,1.0,68,15,2,0.02,13.91,0.003138485680659082,0.013968457562791725,0
7647,933,43,165,198,12,0.0,68,2,2,0.02,13.75,0.005623120177847522,0.014834287051929396,0
7647,933,24,153,234,10,1.0,68,20,5,0.02,15.3,0.003138485680659082,0.013968457562791725,0
7647,933,17,134,128,3,0.0,68,4,5,0.02,44.67,0.0022230940238001833,0.013648927054781781,0
10285,2925,49,313,479,10,1.0,415,12,6,0.03,31.3,0.004764219737481769,0.020876738823029192,0
10285,2925,36,230,404,0,1.0,415,2,1,0.02,0.0,0.003500243072435586,0.014094653760123328,0
10285,2925,14,89,730,0,1.0,415,11,0,0.01,0.0,0.0013612056392805056,0.006943813068119726,0
10285,2925,34,217,258,8,1.0,415,15,4,0.02,27.12,0.003305785123966942,0.014026824302546693,0
10285,2925,23,147,602,30,1.0,415,13,3,0.01,4.9,0.002236266407389402,0.007249534444378603,0
10285,2925,39,249,240,8,1.0,415,14,2,0.02,31.12,0.0037919299951385513,0.014196373305523242,0
10285,2925,34,217,243,10,1.0,415,7,2,0.02,21.7,0.003305785123966942,0.014026824302546693,0
10285,2925,12,111,1491,29,0.0,415,2,6,0.01,3.83,0.001166747690811862,0.006875838703951902,0
10285,2925,57,364,419,30,0.0,415,13,5,0.04,12.13,0.0055420515313563444,0.02742782635382108,0
10285,2925,35,223,259,20,1.0,415,7,3,0.02,11.15,0.003403014098201264,0.014060740674490478,0
10285,2925,33,211,119,5,1.0,415,14,6,0.02,42.2,0.0032085561497326204,0.013992904643655,0
10285,2925,60,383,343,8,1.0,415,13,5,0.04,47.88,0.00583373845405931,0.027529339382037894,0
204,248,68,434,57,4,1.0,54,18,4,2.13,108.5,0.3333333333333333,0.8423601783169635,1
204,248,73,466,71,7,1.0,54,13,2,2.28,66.57,0.35784313725490197,0.8791623538775268,1
204,248,54,142,118,11,0.0,54,13,6,0.7,12.91,0.2647058823529412,0.4271022200675011,0
204,248,47,300,96,8,1.0,54,19,1,1.47,37.5,0.23039215686274508,0.6603083287665744,1
204,248,58,333,110,9,0.0,54,21,3,1.63,37.0,0.28431372549019607,0.7161180784941956,1
204,248,71,453,145,11,1.0,54,17,6,2.22,41.18,0.3480392156862745,0.8646257700494302,1
204,248,45,287,133,9,1.0,54,22,6,1.41,31.89,0.22058823529411764,0.6415239017938383,1
204,248,98,681,152,13,0.0,54,21,2,3.34,52.38,0.4803921568627451,1.0914257845087325,1
204,248,58,370,106,10,1.0,54,20,3,1.81,37.0,0.28431372549019607,0.7591484926455836,1
204,248,62,396,77,9,1.0,54,18,5,1.94,44.0,0.30392156862745096,0.7938479381060026,1
204,248,38,242,98,9,1.0,54,18,0,1.19,26.89,0.18627450980392157,0.5693222097978305,0
204,248,56,357,71,7,1.0,54,19,6,1.75,51.0,0.27450980392156865,0.742437165600971,1
1439,309,89,568,421,25,1.0,314,18,1,0.39,22.72,0.06184850590687978,0.23505137763637457,0
1439,309,99,632,476,31,1.0,314,16,0,0.44,20.39,0.06879777623349548,0.26030507894451854,0
1439,309,146,932,402,30,1.0,314,18,4,0.65,31.07,0.1014593467685893,0.35932652994152264,0
1439,309,95,606,436,21,1.0,314,19,4,0.42,28.86,0.0660180681028492,0.25030256281250185,0
1439,309,67,427,288,6,1.0,314,17,1,0.3,71.17,0.046560111188325225,0.18646481741923407,0
1439,309,96,613,244,24,1.0,314,15,4,0.43,25.54,0.06671299513551077,0.25509207237355574,0
1439,309,164,1046,310,29,1.0,314,20,1,0.73,36.07,0.11396803335649756,0.3940538715340618,0
1439,309,141,900,304,29,1.0,314,20,4,0.63,31.03,0.09798471160528145,0.3502937563289118,0
1439,309,125,798,338,26,1.0,314,20,1,0.55,30.69,0.08686587908269632,0.31402008008151194,0
1439,309,182,1161,420,30,1.0,314,19,4,0.81,38.7,0.12647671994440585,0.42734563462743524,0
1439,309,174,1110,250,25,1.0,314,16,2,0.77,44.4,0.12091730368311328,0.41108828521397395,0
1439,309,108,689,296,30,1.0,314,18,1,0.48,22.97,0.07505211952744961,0.2801565573444098,0
487,0,16,102,520,30,1.0,56,11,0,0.21,3.4,0.03285420944558522,0.13521735020162462,0
487,0,9,57,489,29,1.0,56,14,5,0.12,1.97,0.018480492813141684,0.08007277672437026,0
487,0,7,45,477,27,1.0,56,12,1,0.09,1.67,0.014373716632443531,0.061010490493550465,0
487,0,5,32,378,14,1.0,56,17,6,0.07,2.29,0.01026694045174538,0.04755322920138104,0
487,0,2,13,378,14,1.0,56,14,4,0.03,0.93,0.004106776180698152,0.020647649694302644,0
487,0,62,396,152,12,1.0,56,20,4,0.81,33.0,0.1273100616016427,0.4276044608799566,0
487,0,6,38,162,11,1.0,56,17,3,0.08,3.45,0.012320328542094456,0.05431044457451852,0
487,0,3,19,120,8,1.0,56,17,1,0.04,2.38,0.006160164271047228,0.027642907357361718,0
487,0,5,32,215,16,1.0,56,19,6,0.07,2.0,0.01026694045174538,0.04755322920138104,0
487,0,5,32,159,12,1.0,56,16,5,0.07,2.67,0.01026694045174538,0.04755322920138104,0
487,0,7,45,196,17,1.0,56,19,4,0.09,2.65,0.014373716632443531,0.061010490493550465,0
487,0,6,38,154,12,1.0,56,3,4,0.08,3.17,0.012320328542094456,0.05431044457451852,0
132,192,12,77,81,10,1.0,59,10,4,0.58,7.7,0.09090909090909091,0.3277801325216394,0
132,192,2,13,273,8,1.0,59,16,2,0.1,1.62,0.015151515151515152,0.06721487395040035,0
132,192,5,32,62,8,1.0,59,18,0,0.24,4.0,0.03787878787878788,0.1528350478856285,0
132,192,4,26,42,7,1.0,59,16,4,0.2,3.71,0.030303030303030304,0.12895754901845893,0
132,192,2,13,37,3,1.0,59,16,6,0.1,4.33,0.015151515151515152,0.06721487395040035,0
132,192,6,38,142,5,1.0,59,16,6,0.29,7.6,0.045454545454545456,0.18107555884261933,0
132,192,4,26,90,3,1.0,59,9,5,0.2,8.67,0.030303030303030304,0.12895754901845893,0
132,192,15,96,87,8,1.0,59,10,0,0.73,12.0,0.11363636363636363,0.39394964799862486,0
132,192,10,64,73,6,1.0,59,14,5,0.48,10.67,0.07575757575757576,0.2803861543096268,0
132,192,11,70,90,11,1.0,59,12,3,0.53,6.36,0.08333333333333333,0.30443897569856143,0
132,192,17,108,139,12,1.0,59,17,3,0.82,9.0,0.12878787878787878,0.43164425988333854,0
132,192,32,204,130,15,1.0,59,15,5,1.55,13.6,0.24242424242424243,0.6844332602939572,1
762,1415,58,370,57,0,1.0,64,12,4,0.49,0.0,0.07611548556430446,0.28487970257236744,0
762,1415,76,485,172,1,1.0,64,2,1,0.64,485.0,0.09973753280839895,0.35482759787187246,0
762,1415,32,204,46,2,1.0,64,1,1,0.27,102.0,0.04199475065616798,0.16975890225199627,0
762,1415,67,427,193,1,1.0,64,1,1,0.56,427.0,0.08792650918635171,0.3185415436269668,0
762,1415,64,408,131,2,1.0,64,11,6,0.54,204.0,0.08398950131233596,0.30888544691861575,0
762,1415,80,510,358,21,1.0,64,5,5,0.67,24.29,0.10498687664041995,0.3682770676731196,0
762,1415,53,333,179,16,0.0,64,7,2,0.44,20.81,0.06955380577427822,0.2605525689761168,0
762,1415,74,472,373,34,1.0,64,1,1,0.62,13.88,0.09711286089238845,0.34601571709810963,0
762,1415,71,453,413,34,1.0,64,2,0,0.59,13.32,0.09317585301837271,0.33260759081895985,0
762,1415,61,180,353,18,0.0,64,4,5,0.24,10.0,0.08005249343832022,0.16677577249766282,0
762,1415,77,491,338,25,1.0,64,11,4,0.64,19.64,0.1010498687664042,0.3552450099666656,0
762,1415,69,440,258,16,1.0,64,10,1,0.58,27.5,0.09055118110236221,0.3276652842843497,0
322,585,247,1576,326,14,1.0,39,5,3,4.89,112.57,0.7670807453416149,1.3518815094849448,1
322,585,136,868,136,7,1.0,39,4,2,2.7,124.0,0.422360248447205,0.9737275062720381,1
322,585,100,638,523,11,1.0,39,21,0,1.98,58.0,0.3105590062111801,0.8044089643083147,1
322,585,86,549,396,12,1.0,39,19,0,1.7,45.75,0.2670807453416149,0.7284641225575978,1
322,585,42,268,0,0,1.0,39,19,3,0.83,0.0,0.13043478260869565,0.4357161911869806,0
322,585,77,491,154,10,1.0,39,19,0,1.52,49.1,0.2391304347826087,0.6758117409610751,1
322,585,98,625,274,13,1.0,39,18,2,1.94,48.08,0.30434782608695654,0.7939623358844358,1
322,585,135,861,409,29,1.0,39,7,2,2.67,29.69,0.4192546583850932,0.96767072621564,1
322,585,92,587,443,28,1.0,39,17,1,1.82,20.96,0.2857142857142857,0.7618390251158316,1
322,585,62,396,205,22,1.0,39,0,4,1.23,18.0,0.19254658385093168,0.5829328830219793,0
322,585,61,389,399,23,1.0,39,16,3,1.21,16.91,0.18944099378881987,0.5761643403669631,0
322,585,109,695,511,30,1.0,39,2,3,2.16,23.17,0.3385093167701863,0.8499166085350023,1
385,296,25,160,27,0,1.0,41,5,2,0.42,0.0,0.06493506493506493,0.2499468054422593,0
385,296,34,217,212,0,1.0,41,16,2,0.56,0.0,0.08831168831168831,0.31866543879196346,0
385,296,65,415,141,0,1.0,41,12,6,1.08,0.0,0.16883116883116883,0.5306406178804007,0
385,296,34,217,788,5,1.0,41,13,4,0.56,43.4,0.08831168831168831,0.31866543879196346,0
385,296,24,153,236,5,1.0,41,12,1,0.4,30.6,0.06233766233766234,0.23987209141804455,0
385,296,32,204,1106,4,1.0,41,15,5,0.53,51.0,0.08311688311688312,0.3043690386416797,0
385,296,40,189,262,0,0.0,41,3,6,0.49,0.0,0.1038961038961039,0.2938005200951105,0
385,296,17,117,832,0,0.0,41,16,4,0.3,0.0,0.04415584415584416,0.1856598359198021,0
385,296,24,118,211,6,0.0,41,7,6,0.31,19.67,0.06233766233766234,0.19668277680274526,0
385,296,41,262,18,0,1.0,41,10,6,0.68,0.0,0.10649350649350649,0.37263456991341415,0
385,296,46,293,369,0,1.0,41,12,6,0.76,0.0,0.11948051948051948,0.40695664041812657,0
385,296,40,255,306,0,1.0,41,16,2,0.66,0.0,0.1038961038961039,0.36402748366231513,0
660,1432,6,38,565,30,1.0,36,20,5,0.06,1.27,0.00909090909090909,0.041042232712555526,0
660,1432,5,32,137,3,1.0,36,21,0,0.05,10.67,0.007575757575757576,0.03435512868251483,0
528,1432,2,13,343,1,1.0,36,13,6,0.02,13.0,0.003787878787878788,0.014194960736483929,0
660,1432,3,19,391,13,1.0,36,5,0,0.03,1.46,0.004545454545454545,0.020800525764890807,0
660,1432,2,13,115,0,1.0,36,5,0,0.02,0.0,0.0030303030303030303,0.013930710063304756,0
660,1432,3,19,669,30,1.0,36,6,5,0.03,0.63,0.004545454545454545,0.020800525764890807,0
660,1432,5,32,614,30,1.0,36,0,1,0.05,1.07,0.007575757575757576,0.03435512868251483,0
660,1432,8,51,679,30,1.0,36,15,6,0.08,1.7,0.012121212121212121,0.054241595219144484,0
660,1432,4,26,588,30,1.0,36,21,4,0.04,0.87,0.006060606060606061,0.02760827360921976,0
660,1432,4,26,527,30,1.0,36,18,0,0.04,0.87,0.006060606060606061,0.02760827360921976,0
660,1432,37,236,739,29,1.0,36,11,2,0.36,8.14,0.05606060606060606,0.21895600634519283,0
660,1432,21,134,720,30,1.0,36,14,4,0.2,4.47,0.031818181818181815,0.12947187681123493,0
1013,835,19,121,329,18,1.0,6,15,4,0.12,6.72,0.018756169792694965,0.0801675000770407,0
1013,835,26,166,414,25,1.0,6,16,6,0.16,6.64,0.02566633761105627,0.10534287372456805,0
1013,835,35,223,386,15,1.0,6,18,5,0.22,14.87,0.034550839091806514,0.14114163440566382,0
1013,835,27,172,343,13,1.0,6,15,0,0.17,13.23,0.02665350444225074,0.11125900748663932,0
1013,835,34,217,272,15,1.0,6,8,1,0.21,14.47,0.03356367226061204,0.13545768106327102,0
1013,835,38,242,135,6,1.0,6,14,0,0.24,40.33,0.03751233958538993,0.15271145007090828,0
392,239,40,255,28,0,1.0,15,17,4,0.65,0.0,0.10204081632653061,0.35951124910189475,0
392,239,48,306,273,23,1.0,15,16,0,0.78,13.3,0.12244897959183673,0.41522819729024146,0
392,239,59,376,466,32,1.0,15,16,1,0.96,11.75,0.15051020408163265,0.4864858325068523,0
392,239,63,402,420,30,1.0,15,16,6,1.03,13.4,0.16071428571428573,0.5123857181910731,0
392,239,48,306,354,29,1.0,15,17,3,0.78,10.55,0.12244897959183673,0.41522819729024146,0
392,239,59,376,422,30,1.0,15,15,0,0.96,12.53,0.15051020408163265,0.4864858325068523,0
392,239,51,325,6,1,1.0,15,14,5,0.83,325.0,0.13010204081632654,0.4356131540437998,0
528,239,56,523,126,10,0.0,15,6,1,0.99,52.3,0.10606060606060606,0.48256915987134863,0
392,239,41,262,49,4,1.0,15,7,6,0.67,65.5,0.10459183673469388,0.368151918052841,0
392,239,57,364,13,1,1.0,15,9,0,0.93,364.0,0.14540816326530612,0.47490436867904334,0
392,239,39,249,0,0,1.0,15,12,0,0.64,0.0,0.09948979591836735,0.3547487448031194,0
392,239,23,147,62,3,1.0,15,12,5,0.38,49.0,0.058673469387755105,0.2293101126140062,0
243,446,1,6,10,0,1.0,118,14,3,0.02,0.0,0.00411522633744856,0.014309081425945508,0
243,446,4,26,30,0,1.0,118,11,4,0.11,0.0,0.01646090534979424,0.07354842261135787,0
243,446,2,20,29,0,0.0,118,14,2,0.08,0.0,0.00823045267489712,0.0528935452599459,0
243,446,2,13,30,0,1.0,118,13,2,0.05,0.0,0.00823045267489712,0.034582475231593295,0
243,446,2,13,20,0,1.0,118,13,2,0.05,0.0,0.00823045267489712,0.034582475231593295,0
243,446,2,13,43,0,1.0,118,13,2,0.05,0.0,0.00823045267489712,0.034582475231593295,0
243,446,2,13,33,0,1.0,118,12,2,0.05,0.0,0.00823045267489712,0.034582475231593295,0
243,446,2,13,56,0,1.0,118,12,2,0.05,0.0,0.00823045267489712,0.034582475231593295,0
243,446,1,6,35,0,1.0,118,12,2,0.02,0.0,0.00411522633744856,0.014309081425945508,0
243,446,2,13,43,0,1.0,118,12,2,0.05,0.0,0.00823045267489712,0.034582475231593295,0
243,446,1,8,728,6,0.0,118,6,3,0.03,1.33,0.00411522633744856,0.020650595140432555,0
243,446,1,16,847,6,0.0,118,6,3,0.07,2.67,0.00411522633744856,0.04541549519140832,0
975,1577,30,191,25,2,1.0,218,19,1,0.2,95.5,0.03076923076923077,0.12911588423943565,0
975,1577,9,57,124,3,1.0,218,11,6,0.06,19.0,0.009230769230769232,0.041090739399626444,0
975,1577,12,77,93,10,1.0,218,10,0,0.08,7.7,0.012307692307692308,0.054306075690955455,0
975,1577,42,268,59,4,1.0,218,10,6,0.27,67.0,0.043076923076923075,0.17012220907357442,0
975,1577,36,230,136,10,1.0,218,15,6,0.24,23.0,0.036923076923076927,0.15251260855893306,0
975,1577,29,185,139,12,1.0,218,14,6,0.19,15.42,0.029743589743589743,0.12332808986907427,0
975,1577,21,134,93,8,1.0,218,14,6,0.14,16.75,0.021538461538461538,0.09262679586952555,0
975,1577,9,57,159,13,1.0,218,19,4,0.06,4.38,0.009230769230769232,0.041090739399626444,0
975,1577,10,64,147,11,1.0,218,19,4,0.07,5.82,0.010256410256410256,0.047549581068964224,0
975,1577,32,204,144,7,1.0,218,8,6,0.21,29.14,0.03282051282051282,0.1352059313478726,0
975,1577,45,287,107,4,1.0,218,10,5,0.29,71.75,0.046153846153846156,0.18130959429099186,0
975,1577,18,115,466,19,1.0,218,21,0,0.12,6.05,0.018461538461538463,0.08006626301611595,0
342,298,21,134,196,7,1.0,8,20,1,0.39,19.14,0.06140350877192982,0.23490466966347623,0
342,298,26,166,502,10,1.0,8,0,3,0.49,16.6,0.07602339181286549,0.2848497483595031,0
342,298,9,70,1213,30,0.0,8,17,5,0.2,2.33,0.02631578947368421,0.12760043215721176,0
342,298,36,230,1122,29,1.0,8,19,3,0.67,7.93,0.10526315789473684,0.36836456767357534,0
342,298,19,121,526,15,1.0,8,20,2,0.35,8.07,0.05555555555555555,0.21399151253731627,0
342,298,17,108,502,14,1.0,8,0,4,0.32,7.71,0.049707602339181284,0.19743970678786749,0
342,298,19,121,218,7,1.0,8,16,2,0.35,17.29,0.05555555555555555,0.21399151253731627,0
342,298,55,351,118,0,1.0,8,5,0,1.03,0.0,0.1608187134502924,0.5124172057535072,0
363,3900,301,1920,288,8,1.0,10,20,0,5.29,240.0,0.8292011019283747,1.406682456287081,1
363,3900,491,3133,127,9,1.0,10,12,3,8.63,348.11,1.3526170798898072,1.771609022609824,1
363,3900,133,849,145,6,1.0,10,13,1,2.34,141.5,0.36639118457300274,0.8931416069036228,1
363,3900,130,829,143,12,1.0,10,15,3,2.28,69.08,0.3581267217630854,0.8792354434796779,1
363,3900,75,479,95,9,1.0,10,13,4,1.32,53.22,0.2066115702479339,0.6127542973299005,0
363,3900,248,1582,193,12,1.0,10,11,6,4.36,131.83,0.6831955922865014,1.2735695275211225,1
363,3900,135,861,191,18,0.0,10,12,5,2.37,47.83,0.371900826446281,0.9003623188027066,1
363,3900,519,3311,298,20,1.0,10,17,5,9.12,165.55,1.4297520661157024,1.8151601091182368,1
363,3900,305,1946,195,8,1.0,10,14,5,5.36,243.25,0.8402203856749312,1.4159783140239481,1
363,3900,353,2252,21,0,1.0,10,10,5,6.2,0.0,0.9724517906336089,1.5208997333578345,1
730,135,42,268,121,12,0.0,120,13,2,0.37,22.33,0.057534246575342465,0.2242059864548406,0
730,135,29,185,1624,21,1.0,120,9,2,0.25,8.81,0.03972602739726028,0.15867834349285392,0
730,135,10,64,2146,22,1.0,120,9,2,0.09,2.91,0.0136986301369863,0.06077748077620653,0
528,135,14,89,2489,14,1.0,120,9,2,0.17,6.36,0.026515151515151516,0.11121183793296674,0
730,135,20,128,1244,22,1.0,120,9,2,0.18,5.82,0.0273972602739726,0.11704442034619447,0
730,135,17,108,1294,28,1.0,120,9,2,0.15,3.86,0.023287671232876714,0.09890249039048632,0
730,135,13,83,2271,28,1.0,120,9,2,0.11,2.96,0.01780821917808219,0.07401203866212062,0
730,135,71,453,1790,21,1.0,120,10,4,0.62,21.57,0.09726027397260274,0.3460627415328631,0
730,135,41,262,348,9,1.0,120,9,3,0.36,29.11,0.056164383561643834,0.21899039863348682,0
730,135,18,115,2273,30,1.0,120,9,2,0.16,3.83,0.024657534246575342,0.1049984586680918,0
730,135,11,70,1904,29,1.0,120,9,2,0.1,2.41,0.015068493150684932,0.06718624877658869,0
730,135,15,96,1666,29,1.0,120,9,2,0.13,3.31,0.02054794520547945,0.08656035075375493,0
470,174,10,64,301,5,1.0,43,11,4,0.14,12.8,0.02127659574468085,0.092537063783404,0
470,174,12,77,376,7,1.0,43,13,2,0.16,11.0,0.02553191489361702,0.10529700009815125,0
470,174,7,45,346,7,1.0,43,11,0,0.1,6.43,0.014893617021276596,0.06712594553729409,0
470,174,6,38,372,6,1.0,43,11,4,0.08,6.33,0.01276595744680851,0.05446448257304392,0
470,174,13,83,395,10,1.0,43,11,2,0.18,8.3,0.027659574468085105,0.11713377064238666,0
470,174,6,38,384,10,1.0,43,11,0,0.08,3.8,0.01276595744680851,0.05446448257304392,0
470,174,6,38,345,16,1.0,43,11,4,0.08,2.38,0.01276595744680851,0.05446448257304392,0
470,174,6,38,486,14,1.0,43,11,2,0.08,2.71,0.01276595744680851,0.05446448257304392,0
470,174,9,57,393,15,1.0,43,11,0,0.12,3.8,0.019148936170212766,0.0803024113969359,0
470,174,10,64,587,16,1.0,43,11,4,0.14,4.0,0.02127659574468085,0.092537063783404,0
470,174,7,45,648,16,1.0,43,11,2,0.1,2.81,0.014893617021276596,0.06712594553729409,0
470,174,14,89,611,15,1.0,43,11,0,0.19,5.93,0.029787234042553193,0.12334292383461931,0
708,2576,95,606,0,0,1.0,114,16,4,0.86,0.0,0.134180790960452,0.44744343410988613,0
708,2576,101,644,76,0,1.0,114,19,3,0.91,0.0,0.1426553672316384,0.46729129551572024,0
708,2576,122,778,152,4,1.0,114,18,5,1.1,194.5,0.17231638418079095,0.5379028365580186,0
708,2576,102,651,235,4,1.0,114,9,2,0.92,162.75,0.1440677966101695,0.4711179248162663,0
708,2576,99,632,3,0,1.0,114,19,5,0.89,0.0,0.13983050847457626,0.45958278999818836,0
708,2576,109,695,75,4,1.0,114,20,4,0.98,173.75,0.153954802259887,0.4941311994673876,0
708,2576,81,517,59,0,1.0,114,18,4,0.73,0.0,0.11440677966101695,0.39419169503455104,0
708,2576,84,536,64,7,1.0,114,11,6,0.76,76.57,0.11864406779661017,0.4066950302247864,0
708,2576,122,778,155,5,1.0,114,8,5,1.1,155.6,0.17231638418079095,0.5379028365580186,0
708,2576,78,498,19,0,1.0,114,13,1,0.7,0.0,0.11016949152542373,0.3814878077478311,0
708,2576,89,568,117,2,1.0,114,6,5,0.8,284.0,0.12570621468926554,0.42350503697015074,0
708,2576,127,810,271,3,1.0,114,11,1,1.14,270.0,0.17937853107344634,0.5522694597769415,0
475,889,155,989,226,16,1.0,73,15,0,2.08,61.81,0.3263157894736842,0.830045993413392,1
475,889,152,970,331,25,1.0,73,14,6,2.04,38.8,0.32,0.8198784928311825,1
475,889,139,887,423,17,1.0,73,14,0,1.87,52.18,0.2926315789473684,0.7751408627908698,1
475,889,144,919,389,23,1.0,73,14,5,1.93,39.96,0.3031578947368421,0.7914282389963185,1
475,889,143,912,311,15,1.0,73,14,0,1.92,60.8,0.30105263157894735,0.788640129280191,1
475,889,175,1117,261,17,1.0,73,14,5,2.35,65.71,0.3684210526315789,0.8956043703932983,1
475,889,190,1212,472,21,1.0,73,14,6,2.55,57.71,0.4,0.9412812250841853,1
475,889,200,1276,351,17,1.0,73,14,3,2.69,75.06,0.42105263157894735,0.9716464581273442,1
475,889,139,887,270,12,1.0,73,14,0,1.87,73.92,0.2926315789473684,0.7751408627908698,1
475,889,177,1129,376,14,1.0,73,15,6,2.38,80.64,0.3726315789473684,0.9024746264339069,1
475,889,137,874,200,8,1.0,73,14,5,1.84,109.25,0.28842105263157897,0.7671687513797143,1
475,889,124,791,159,13,1.0,73,15,0,1.67,60.85,0.26105263157894737,0.7195323849961857,1
959,2016,130,829,42,1,1.0,10,5,4,0.86,829.0,0.13555787278415016,0.4478681338386542,0
959,2016,203,1295,462,1,1.0,10,14,6,1.35,1295.0,0.2116788321167883,0.6225723651863904,0
959,2016,219,1397,737,7,1.0,10,19,2,1.46,199.57,0.2283628779979145,0.6570936787286094,1
959,2016,145,925,632,6,1.0,10,18,4,0.96,154.17,0.15119916579770595,0.4866953607913376,0
959,2016,148,944,411,5,1.0,10,12,0,0.98,188.8,0.1543274244004171,0.494244199298008,0
959,2016,114,727,249,8,1.0,10,19,1,0.76,90.88,0.11887382690302398,0.4067669095940804,0
959,2016,110,702,77,4,1.0,10,16,4,0.73,175.5,0.11470281543274244,0.39428465818085945,0
959,2016,78,498,150,1,1.0,10,12,4,0.52,498.0,0.08133472367049009,0.29953036432895147,0
959,2016,51,325,48,0,1.0,10,10,2,0.34,0.0,0.053180396246089674,0.20837033630898644,0
959,2016,49,313,343,14,1.0,67,13,3,0.33,22.36,0.051094890510948905,0.20280764326363707,0
528,403,31,198,343,14,1.0,67,13,3,0.38,14.14,0.058712121212121215,0.22932289076701684,0
0,1441410266,0,10,23,4,1.0,67,13,3,0.0,2.5,0.0,0.0,0
257,705,16,51,100,2,0.0,45,19,1,0.2,25.5,0.0622568093385214,0.1396475105174795,0
257,705,21,64,9,0,0.0,45,6,0,0.25,0.0,0.08171206225680934,0.1725340684326324,0
257,705,55,351,29,0,1.0,45,12,3,1.37,0.0,0.2140077821011673,0.6287529568655678,1
257,705,43,274,0,0,1.0,45,11,4,1.07,0.0,0.16731517509727625,0.527053831146574,0
257,705,24,126,97,4,0.0,45,4,3,0.49,31.5,0.0933852140077821,0.29045198252577314,0
